id,place_name,place_location,photo_url,detail_link,tickets_price_other_nationality,tickets_price_egyptian,opening_hours,booking_link,free_entry_policy,on_map,_ingestion_timestamp,_source_file,location_display,government,tickets_egyptian_adult,tickets_egyptian_student,tickets_other_adult,tickets_other_student,summer_opens,summer_closes,winter_opens,winter_closes,free_entry_children_under_6,free_entry_egyptian_special_needs,free_entry_egyptian_seniors_60,free_entry_photography_mobile,free_entry_spouse_as_egyptian,free_entry_student_id_condition
TCK-00054,Mummification museum,Luxor,https://egymonuments.com/storage/events/September2023/3h2W8EW2zD3NRLyRmnlw.jpeg,https://egymonuments.com/details/MummificationMuseumLuxor,"Adult: EGP 220
Student: EGP 110","Adult: EGP 20
Student: EGP 5","All Days
Summer Working Hours:
from 09:00 am Last Entry 12:00 pm
from 05:00 pm Last Entry 07:00 pm
Winter Working Hours:
from 09:00 am Last Entry 01:00 pm
from 05:00 pm Last Entry 07:00 pm
Ramadan Working Hours:
from 09:00 am Last Entry 01:00 pm
from 05:00 pm Last Entry 07:00 pm",https://egymonuments.com/book-date/20,"Free entry for children below 6 years.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians with special needs.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians above 60 years.                                                                 
                                                                                                                             
                                                                 Photography with mobile phone is free of charge.","https://www.google.com/maps/search/Mummification+museum,+Luxor,+Egypt?hl=en",2026-07-05 17:07:44.076781,egymonuments_tickets.csv,Luxor,Luxor,20.0,5.0,4.48,2.24,09:00,19:00,09:00,19:00,True,True,True,True,False,False
TCK-00055,Mut Temple,Luxor,https://egymonuments.com/storage/events/July2024/ndCH0e4HRnnhtTM2Jr8H.jpg,https://egymonuments.com/details/MutTemple,"Adult: EGP 200
Student: EGP 100","Adult: EGP 10
Student: EGP 5","All Days
Summer Working Hours:
from 06:00 am Last Entry 05:00 pm
Winter Working Hours:
from 06:00 am Last Entry 04:00 pm
Ramadan Working Hours:
from 06:00 am Last Entry 04:00 pm",https://egymonuments.com/book-date/195,"Free entry for children below 6 years.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians with special needs.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians above 60 years.                                                                 
                                                                                                                             
                                                                 Photography with mobile phone is free of charge.","https://www.google.com/maps/search/Mut+Temple,+Luxor,+Egypt?hl=en",2026-07-05 17:07:44.076781,egymonuments_tickets.csv,Luxor,Luxor,10.0,5.0,4.07,2.04,06:00,17:00,06:00,16:00,True,True,True,True,False,False
TCK-00056,National Museum of Egyptian Civilization,Cairo,https://egymonuments.com/storage/events/March2024/Se3f7e9oUlHyLuqtEDOA.jpg,https://egymonuments.com/nmec,Free,"Adult: 90 EGP
Student: 45 EGP","Saturday - Sunday - Monday - Tuesday - Wednesday - Thursday
Summer Working Hours:
from 09:00 am Last Entry 04:00 pm
Winter Working Hours:
from 09:00 am Last Entry 04:00 pm
Ramadan Working Hours:
from 09:00 am Last Entry 03:00 pm
Friday
from 09:00 am Last Entry 04:00 pm
from 06:00 pm Last Entry 08:00 pm",https://egymonuments.com/nmec/tickets,"Free entry for children below 6 years.
                                                         Free entry for Egyptians & Arabs with special needs.
                                                         Free entry for Egyptians and Arabs above 60 years.
                                                         Photography with mobile phone is free of charge.","https://www.google.com/maps/search/National+Museum+of+Egyptian+Civilization,+Cairo,+Egypt?hl=en",2026-07-05 17:07:44.076781,egymonuments_tickets.csv,Cairo,Cairo,90.0,45.0,0.0,0.0,09:00,16:00,09:00,16:00,True,True,True,True,False,False
TCK-00057,Nubia Museum,Aswan,https://egymonuments.com/storage/events/September2023/NhY2NYb0iJgl1fKFzXXk.jpeg,https://egymonuments.com/details/NubiaMuseum,"Adult: EGP 400
Student: EGP 200","Adult: EGP 30
Student: EGP 10","Saturday - Sunday - Monday - Tuesday - Wednesday
Summer Working Hours:
from 09:00 am Last Entry 04:00 pm
Winter Working Hours:
from 09:00 am Last Entry 04:00 pm
Ramadan Working Hours:
from 09:00 am Last Entry 04:00 pm
Thursday - Friday
from 09:00 am Last Entry 04:00 pm
from 06:00 pm Last Entry 08:00 pm",https://egymonuments.com/book-date/29,"Free entry for children below 6 years.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians with special needs.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians above 60 years.                                                                 
                                                                                                                             
                                                                 Photography with mobile phone is free of charge.","https://www.google.com/maps/search/Nubia+Museum,+Aswan,+Egypt?hl=en",2026-07-05 17:07:44.076781,egymonuments_tickets.csv,Aswan,Aswan,30.0,10.0,8.14,4.07,09:00,16:00,09:00,16:00,True,True,True,True,False,False
TCK-00058,Philae Temple,Aswan,https://egymonuments.com/storage/events/September2023/eFOShIL1q9kj1bHPHoZn.jpg,https://egymonuments.com/details/PhilaeTemple,"Adult: EGP 550
Student: EGP 275","Adult: EGP 40
Student: EGP 20","All Days
Summer Working Hours:
from 07:00 am Last Entry 03:00 pm
Winter Working Hours:
from 07:00 am Last Entry 03:00 pm
Ramadan Working Hours:
from 07:00 am Last Entry 03:00 pm",https://egymonuments.com/book-date/18,"Free entry for children below 6 years.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians above 60 years.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians above 60 years.                                                                 
                                                                                                                             
                                                                 Photography with mobile phone is free of charge.","https://www.google.com/maps/search/Philae+Temple,+Aswan,+Egypt?hl=en",2026-07-05 17:07:44.076781,egymonuments_tickets.csv,Aswan,Aswan,40.0,20.0,11.19,5.6,07:00,15:00,07:00,15:00,True,False,True,True,False,False
TCK-00059,Prince Mohamed Aly Palace,Cairo,https://egymonuments.com/storage/events/September2023/rpmtDWrNBQqugzE0r1hH.jpg,https://egymonuments.com/details/PrinceMohamedAliPalace,"Adult: EGP 220
Student: EGP 110","Adult: EGP 60
Student: EGP 20","All Days
Summer Working Hours:
from 09:00 am Last Entry 04:00 pm
Winter Working Hours:
from 09:00 am Last Entry 04:00 pm
Ramadan Working Hours:
from 09:00 am Last Entry 03:00 pm",https://egymonuments.com/book-date/46,"Free entry for children below 6 years.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians with special needs.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians above 60 years.                                                                 
                                                                                                                             
                                                                 Photography with mobile phone is free of charge.","https://www.google.com/maps/place/Prince+Mohamed+Ali+Palace+(Manial+Palace)+and+Egyptian+Museum+of+Musical+Instruments/@30.0288053,31.225414,17z/data=!4m10!1m2!2m1!1sPrince+Mohamed+Aly+Palace,+Cairo,+Egypt!3m6!1s0x145847326973319b:0x2bb659e7c0bb809d!8m2!3d30.0288053!4d31.2299201!15sCidQcmluY2UgTW9oYW1lZCBBbHkgUGFsYWNlLCBDYWlybywgRWd5cHRaJyIlcHJpbmNlIG1vaGFtZWQgYWx5IHBhbGFjZSBjYWlybyBlZ3lwdJIBE2hpc3RvcmljYWxfbGFuZG1hcmvgAQA!16zL20vMGJwNF84?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",2026-07-05 17:07:44.076781,egymonuments_tickets.csv,Cairo,Cairo,60.0,20.0,4.48,2.24,09:00,16:00,09:00,16:00,True,True,True,True,False,False
TCK-00060,Prince Youssef Palace,Qena,https://egymonuments.com/storage/events/July2024/cETYDCocLQZyJvTW6hNk.png,https://egymonuments.com/details/PrinceYoussefPalace,"Adult: EGP 100
Student: EGP 50","Adult: EGP 10
Student: EGP 5","Summer Working Hours:
from 08:00 am Last Entry 04:00 pm
Winter Working Hours:
from 08:00 am Last Entry 04:00 pm
Ramadan Working Hours:
from 08:00 am Last Entry 04:00 pm",https://egymonuments.com/book-date/165,"Free entry for children below 6 years.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians with special needs.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians above 60 years.                                                                 
                                                                                                                             
                                                                 Photography with mobile phone is free of charge.","https://www.google.com/maps/place/Prince+Yousef+Kamal+Palace/@26.0499758,27.6305278,7z/data=!4m10!1m2!2m1!1sPrince+Youssef+Palace,+Qena,+Egypt!3m6!1s0x1448d1046b6cc5d5:0x90235fb88e7c41bb!8m2!3d26.0499758!4d32.2447856!15sCiJQcmluY2UgWW91c3NlZiBQYWxhY2UsIFFlbmEsIEVneXB0WiIiIHByaW5jZSB5b3Vzc2VmIHBhbGFjZSBxZW5hIGVneXB0kgEGbXVzZXVtmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5xYlVscVRtUkJFQUXgAQD6AQQIQRBL!16s%2Fg%2F11h_vll4vy?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",2026-07-05 17:07:44.076781,egymonuments_tickets.csv,Qena,Qena,10.0,5.0,2.04,1.02,08:00,16:00,08:00,16:00,True,True,True,True,False,False
TCK-00061,Qaitbay Citadel,Alexandria,https://egymonuments.com/storage/events/September2023/ZmhtF9SMd3BLRwxF0gqF.jpg,https://egymonuments.com/details/CitadelofQaitbay,"Adult: EGP 200
Student: EGP 100","Adult: EGP 60
Student: EGP 30","All Days
Summer Working Hours:
from 09:00 am Last Entry 07:00 pm
Winter Working Hours:
from 09:00 am Last Entry 05:00 pm
Ramadan Working Hours:
from 09:00 am Last Entry 03:00 pm",https://egymonuments.com/book-date/33,"Free entry for children below 6 years.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians with special needs.                                                                 
                                                                                                                             
                                                                 Photography with mobile phone is free of charge.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians above 60 years.","https://www.google.com/maps/place/Qaitbay+Citadel/@31.212501,29.8838841,18z/data=!4m10!1m2!2m1!1sQaitbay+Citadel,+Alexandria,+Egypt!3m6!1s0x14f5c352282911bb:0xe59f8308f8b23d1f!8m2!3d31.2136987!4d29.8853921!15sCiJRYWl0YmF5IENpdGFkZWwsIEFsZXhhbmRyaWEsIEVneXB0WiIiIHFhaXRiYXkgY2l0YWRlbCBhbGV4YW5kcmlhIGVneXB0kgEGY2FzdGxlmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDI1YVVsSkZjM2RNVmxvelpWUnJkMWg2WkdGYVZFNDJUVVY0UzJKdFl4QULgAQD6AQUIsAEQPQ!16s%2Fg%2F11pwrly5n4?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",2026-07-05 17:07:44.076781,egymonuments_tickets.csv,Alexandria,Alexandria,60.0,30.0,4.07,2.04,09:00,19:00,09:00,17:00,True,True,True,True,False,False
TCK-00062,Ramesseum,Luxor,https://egymonuments.com/storage/events/September2023/kFNYhhPNkvp5WdUcDsX8.jpg,https://egymonuments.com/details/Ramesseum,"Adult: EGP 220
Student: EGP 110","Adult: EGP 20
Student: EGP 10","All Days
Summer Working Hours:
from 06:00 am Last Entry 05:00 pm
Winter Working Hours:
from 06:00 am Last Entry 04:00 pm
Ramadan Working Hours:
from 06:00 am Last Entry 04:00 pm",https://egymonuments.com/book-date/21,"Free entry for children below 6 years.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians with special needs.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians above 60 years.                                                                 
                                                                                                                             
                                                                 Photography with mobile phone is free of charge.","https://www.google.com/maps/search/Ramesseum,+Luxor,+Egypt?hl=en",2026-07-05 17:07:44.076781,egymonuments_tickets.csv,Luxor,Luxor,20.0,10.0,4.48,2.24,06:00,17:00,06:00,16:00,True,True,True,True,False,False
TCK-00063,Rawda Island Nilometer,Cairo,https://egymonuments.com/storage/events/July2024/mI23X1r4OrzllzgbhGqL.jpg,https://egymonuments.com/details/RawdaIslandNilometer,"Adult: EGP 120
Student: EGP 60","Adult: EGP 20
Student: EGP 10","Summer Working Hours:
from 09:00 am Last Entry 04:00 pm
Winter Working Hours:
from 09:00 am Last Entry 04:00 pm
Ramadan Working Hours:
from 09:00 am Last Entry 03:00 pm",https://egymonuments.com/book-date/240,"Free entry for children below 6 years.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians with special needs.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians above 60 years.                                                                 
                                                                                                                             
                                                                 Photography with mobile phone is free of charge.","https://www.google.com/maps/search/Rawda+Island+Nilometer,+Cairo,+Egypt?hl=en",2026-07-05 17:07:44.076781,egymonuments_tickets.csv,Cairo,Cairo,20.0,10.0,2.44,1.22,09:00,16:00,09:00,16:00,True,True,True,True,False,False
TCK-00064,Rosetta City Monuments,El-bahira,https://egymonuments.com/storage/events/July2024/Ti6O2nMyCoUz1h7iPmRU.jpg,https://egymonuments.com/details/RosettaCityMonuments,"Adult: EGP 120
Student: EGP 60","Adult: EGP 10
Student: EGP 5","Summer Working Hours:
from 08:30 am Last Entry 03:00 pm
Winter Working Hours:
from 08:30 am Last Entry 03:00 pm
Ramadan Working Hours:
from 09:00 am Last Entry 03:00 pm",https://egymonuments.com/book-date/243,"Free entry for children below 6 years.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians with special needs.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians above 60 years.                                                                 
                                                                                                                             
                                                                 Photography with mobile phone is free of charge.","https://www.google.com/maps/place/Rosetta,+Rasheed,+Rosetta,+Beheira+Governorate/@31.4010486,30.3960885,14z/data=!3m1!4b1!4m10!1m2!2m1!1sRosetta+City+Monuments,+El-bahira,+Egypt!3m6!1s0x14f6894884d8cd2b:0x6819963310c9f16b!8m2!3d31.3939878!4d30.4148309!15sCihSb3NldHRhIENpdHkgTW9udW1lbnRzLCBFbC1iYWhpcmEsIEVneXB0kgEIbG9jYWxpdHngAQA!16zL20vMDIwOGhw?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",2026-07-05 17:07:44.076781,egymonuments_tickets.csv,El-bahira,Beheira,10.0,5.0,2.44,1.22,08:30,15:00,08:30,15:00,True,True,True,True,False,False
TCK-00065,Royal Chariots Museum,Cairo,https://egymonuments.com/storage/events/September2023/Csj7nTfN3tpsNxstf6De.jpg,https://egymonuments.com/details/RoyalChariotsMuseum,"Adult: EGP 300
Student: EGP 150","Adult: EGP 30
Student: EGP 10","All Days
Summer Working Hours:
from 09:00 am Last Entry 04:00 pm
Winter Working Hours:
from 09:00 am Last Entry 04:00 pm
Ramadan Working Hours:
from 09:00 am Last Entry 02:00 pm",https://egymonuments.com/book-date/50,"Free entry for children below 6 years.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians with special needs.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians above 60 years.                                                                 
                                                                                                                             
                                                                 Photography with mobile phone is free of charge.","https://www.google.com/maps/search/Royal+Chariots+Museum,+Cairo,+Egypt?hl=en",2026-07-05 17:07:44.076781,egymonuments_tickets.csv,Cairo,Cairo,30.0,10.0,6.11,3.05,09:00,16:00,09:00,16:00,True,True,True,True,False,False
TCK-00066,Royal Jewellery Museum,Alexandria,https://egymonuments.com/storage/events/September2023/CDSZxWtwtP5zJccVVSUI.jpg,https://egymonuments.com/details/RoyalJewelleryMuseum,"Adult: EGP 220
Student: EGP 110","Adult: EGP 30
Student: EGP 10","All Days
Summer Working Hours:
from 09:00 am Last Entry 04:00 pm
Winter Working Hours:
from 09:00 am Last Entry 04:00 pm
Ramadan Working Hours:
from 09:00 am Last Entry 02:00 pm",https://egymonuments.com/book-date/35,"Free entry for Egyptians with special needs.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians above 60 years.                                                                 
                                                                                                                             
                                                                 Photography with mobile phone is free of charge.                                                                 
                                                                                                                             
                                                                 Free entry for children below 6 years.","https://www.google.com/maps/search/Royal+Jewellery+Museum,+Alexandria,+Egypt?hl=en",2026-07-05 17:07:44.076781,egymonuments_tickets.csv,Alexandria,Alexandria,30.0,10.0,4.48,2.24,09:00,16:00,09:00,16:00,True,True,True,True,False,False
TCK-00067,Sabiel Nafesa Al-Bayda,Cairo,https://egymonuments.com/storage/events/November2023/vAOkATvmEUUw5Le0BNvp.jpg,https://egymonuments.com/details/SabielOfNafesa,"Adult: EGP 60
Student: EGP 30","Adult: EGP 10
Student: EGP 5","All Days
Summer Working Hours:
from 09:00 am Last Entry 04:00 pm
Winter Working Hours:
from 09:00 am Last Entry 04:00 pm
Ramadan Working Hours:
from 09:00 am Last Entry 04:00 pm",https://egymonuments.com/book-date/91,"Free entry for children below 6 years.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians with special needs.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians above 60 years.                                                                 
                                                                                                                             
                                                                 Photography with mobile phone is free of charge.","https://www.google.com/maps/place/%D8%B3%D8%A8%D9%8A%D9%84+%D9%88+%D9%83%D8%AA%D8%A7%D8%A8+%D9%86%D9%81%D9%8A%D8%B3%D8%A9+%D8%A7%D9%84%D8%A8%D9%8A%D8%B6%D8%A7%D8%A1%E2%80%AD/@30.0430839,31.2399771,15z/data=!4m10!1m2!2m1!1sSabiel+Nafesa+Al-Bayda,+Cairo,+Egypt!3m6!1s0x1458414274b5574d:0x7b96a64b0c7a1057!8m2!3d30.0430839!4d31.2580015!15sCiRTYWJpZWwgTmFmZXNhIEFsLUJheWRhLCBDYWlybywgRWd5cHRaJCIic2FiaWVsIG5hZmVzYSBhbCBiYXlkYSBjYWlybyBlZ3lwdJIBE2hpc3RvcmljYWxfbGFuZG1hcmuaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTk9OM0Y1VTFSQkVBReABAPoBBAgAEBU!16s%2Fg%2F11bz0yrtv2?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",2026-07-05 17:07:44.076781,egymonuments_tickets.csv,Cairo,Cairo,10.0,5.0,1.22,0.61,09:00,16:00,09:00,16:00,True,True,True,True,False,False
TCK-00068,Salah Eldin Citadel,Cairo,https://egymonuments.com/storage/events/September2023/6G06Ci1tlIj8A5P1zwFn.jpg,https://egymonuments.com/details/SalahEldinCitadel,"Adult: EGP 550
Student: EGP 275","Adult: EGP 60
Student: EGP 30","All Days
Summer Working Hours:
from 09:00 am Last Entry 04:00 pm
Winter Working Hours:
from 08:00 am Last Entry 04:00 pm
Ramadan Working Hours:
from 08:00 am Last Entry 03:30 pm",https://egymonuments.com/book-date/16,"Free entry for children below 6 years.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians with special needs.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians above 60 years.                                                                 
                                                                                                                             
                                                                 Photography with mobile phone is free of charge.","https://www.google.com/maps/search/Salah+Eldin+Citadel,+Cairo,+Egypt?hl=en",2026-07-05 17:07:44.076781,egymonuments_tickets.csv,Cairo,Cairo,60.0,30.0,11.19,5.6,09:00,16:00,08:00,16:00,True,True,True,True,False,False
TCK-00069,Samaan Monastery,Aswan,https://egymonuments.com/storage/events/July2024/6cMYBcWwUkMIj1WZWM1s.png,https://egymonuments.com/details/SamaanMonastery,"Adult: EGP 100
Student: EGP 50","Adult: EGP 10
Student: EGP 5","Summer Working Hours:
from 07:00 am Last Entry 04:00 pm
Winter Working Hours:
from 07:00 am Last Entry 04:00 pm
Ramadan Working Hours:
from 07:00 am Last Entry 04:00 pm",https://egymonuments.com/book-date/111,"Free entry for children below 6 years.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians with special needs.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians above 60 years.                                                                 
                                                                                                                             
                                                                 Photography with mobile phone is free of charge.","https://www.google.com/maps/search/Samaan+Monastery,+Aswan,+Egypt?hl=en",2026-07-05 17:07:44.076781,egymonuments_tickets.csv,Aswan,Aswan,10.0,5.0,2.04,1.02,07:00,16:00,07:00,16:00,True,True,True,True,False,False
TCK-00070,Saqqara Monuments,Giza,https://egymonuments.com/storage/events/September2023/RsyFF21djRVea0QW4cXF.jpg,https://egymonuments.com/details/SaqqaraMonuments,"Adult: EGP 600
Student: EGP 300","Adult: EGP 30
Student: EGP 10","All Days
Summer Working Hours:
from 08:00 am Last Entry 04:00 pm
Winter Working Hours:
from 08:00 am Last Entry 04:00 pm
Ramadan Working Hours:
from 08:00 am Last Entry 03:30 pm",https://egymonuments.com/book-date/22,"Free entry for children below 6 years.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians with special needs.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians above 60 years.                                                                 
                                                                                                                             
                                                                 Photography with mobile phone is free of charge.","https://www.google.com/maps/place/Saqqara+Pyramid/@29.8684624,31.072629,12z/data=!4m10!1m2!2m1!1sSaqqara+Monuments,+Giza,+Egypt!3m6!1s0x14584bd4cd4a2873:0xe08c36415baeee76!8m2!3d29.8684624!4d31.2168246!15sCh5TYXFxYXJhIE1vbnVtZW50cywgR2l6YSwgRWd5cHRaHiIcc2FxcWFyYSBtb251bWVudHMgZ2l6YSBlZ3lwdJIBDWhpc3RvcmljX3NpdGWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTm1OM0I1WmxGM0VBReABAPoBBAgAECU!16zL20vMHBjdzk?hl=en&entry=ttu&g_ep=EgoyMDI2MDYyOS4wIKXMDSoASAFQAw%3D%3D",2026-07-05 17:07:44.076781,egymonuments_tickets.csv,Giza,Giza,30.0,10.0,12.21,6.11,08:00,16:00,08:00,16:00,True,True,True,True,False,False
TCK-00071,Sehel Island,Aswan,https://egymonuments.com/storage/events/July2024/BGzJwtPOQZIGjLULXKlR.png,https://egymonuments.com/details/SehelIsland,"Adult: EGP 100
Student: EGP 50","Adult: EGP 10
Student: EGP 5","Summer Working Hours:
from 07:00 am Last Entry 03:00 pm
Winter Working Hours:
from 07:00 am Last Entry 03:00 pm
Ramadan Working Hours:
from 07:00 am Last Entry 03:00 pm",https://egymonuments.com/book-date/120,"Free entry for children below 6 years.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians with special needs.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians above 60 years.                                                                 
                                                                                                                             
                                                                 Photography with mobile phone is free of charge.","https://www.google.com/maps/search/Sehel+Island,+Aswan,+Egypt?hl=en",2026-07-05 17:07:44.076781,egymonuments_tickets.csv,Aswan,Aswan,10.0,5.0,2.04,1.02,07:00,15:00,07:00,15:00,True,True,True,True,False,False
TCK-00072,Serapeum of Alexandria,Alexandria,https://egymonuments.com/storage/events/September2023/DTCl1g7Cc5OQhY86MAYw.jpg,https://egymonuments.com/details/SerapeumofAlexandria,"Adult: EGP 200
Student: EGP 100","Adult: EGP 20
Student: EGP 5","All Days
Summer Working Hours:
from 09:00 am Last Entry 04:00 pm
Winter Working Hours:
from 09:00 am Last Entry 04:00 pm
Ramadan Working Hours:
from 09:00 am Last Entry 03:00 pm",https://egymonuments.com/book-date/30,"Free entry for children below 6 years.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians with special needs.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians above 60 years.                                                                 
                                                                                                                             
                                                                 Photography with mobile phone is free of charge.","https://www.google.com/maps/search/Serapeum+of+Alexandria,+Alexandria,+Egypt?hl=en",2026-07-05 17:07:44.076781,egymonuments_tickets.csv,Alexandria,Alexandria,20.0,5.0,4.07,2.04,09:00,16:00,09:00,16:00,True,True,True,True,False,False
TCK-00073,Sharm El Sheikh Museum,Sharm El Sheikh,https://egymonuments.com/storage/events/July2025/ucl2a6ibkrtPw6ZDcIWd.webp,https://egymonuments.com/details/SharmElSheikhMuseum,"Adult: EGP 200
Student: EGP 100","Adult: EGP 40
Student: EGP 20","All Days
Summer Working Hours:
from 10:00 am Last Entry 12:00 pm
from 05:00 pm Last Entry 10:00 pm
Winter Working Hours:
from 10:00 am Last Entry 12:00 pm
from 05:00 pm Last Entry 10:00 pm
Ramadan Working Hours:
from 10:00 am Last Entry 01:00 pm
from 08:00 pm Last Entry 10:00 pm",https://egymonuments.com/book-date/4,"Free entry for children below 6 years.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians with special needs.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians above 60 years.                                                                 
                                                                                                                             
                                                                 Photography with mobile phone is free of charge.","https://www.google.com/maps/search/Sharm+El+Sheikh+Museum,+Sharm+El+Sheikh,+Egypt?hl=en",2026-07-05 17:07:44.076781,egymonuments_tickets.csv,Sharm El Sheikh,South Sinai,40.0,20.0,4.07,2.04,10:00,22:00,10:00,22:00,True,True,True,True,False,False
TCK-00074,Sheikh Hamad Area,Sohag,https://egymonuments.com/storage/events/July2024/8FxIOT4BiX273eJrG7Zb.png,https://egymonuments.com/details/ElSheikhHamad,"Adult: EGP 150
Student: EGP 75","Adult: EGP 10
Student: EGP 5","Summer Working Hours:
from 07:00 am Last Entry 04:00 pm
Winter Working Hours:
from 07:00 am Last Entry 04:00 pm
Ramadan Working Hours:
from 09:00 am Last Entry 03:00 pm",https://egymonuments.com/book-date/156,"Free entry for children below 6 years.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians with special needs.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians above 60 years.                                                                 
                                                                                                                             
                                                                 Photography with mobile phone is free of charge.","https://www.google.com/maps/search/Sheikh+Hamad+Area,+Sohag,+Egypt?hl=en",2026-07-05 17:07:44.076781,egymonuments_tickets.csv,Sohag,Sohag,10.0,5.0,3.05,1.53,07:00,16:00,07:00,16:00,True,True,True,True,False,False
TCK-00075,Shunet El Zebib,Sohag,https://egymonuments.com/storage/events/August2024/EX6OXi2zfXgmjPl6E8Xp.PNG,https://egymonuments.com/details/ShunetElZebib,"Adult: EGP 100
Student: EGP 50","Adult: EGP 10
Student: EGP 5","Summer Working Hours:
from 07:00 am Last Entry 04:00 pm
Winter Working Hours:
from 07:00 am Last Entry 04:00 pm
Ramadan Working Hours:
from 07:00 am Last Entry 03:00 pm",https://egymonuments.com/book-date/162,"Free entry for children below 6 years.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians with special needs.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians above 60 years.                                                                 
                                                                                                                             
                                                                 Photography with mobile phone is free of charge.","https://www.google.com/maps/search/Shunet+El+Zebib,+Sohag,+Egypt?hl=en",2026-07-05 17:07:44.076781,egymonuments_tickets.csv,Sohag,Sohag,10.0,5.0,2.04,1.02,07:00,16:00,07:00,16:00,True,True,True,True,False,False
TCK-00076,Sohag National Museum,Sohag,https://egymonuments.com/storage/events/July2024/IPlfgBEYTVnRRdkd8zRj.png,https://egymonuments.com/details/SohagNationalMuseum,"Adult: EGP 150
Student: EGP 75","Adult: EGP 20
Student: EGP 10","Summer Working Hours:
from 09:00 am Last Entry 04:00 pm
Winter Working Hours:
from 09:00 am Last Entry 02:30 pm
Ramadan Working Hours:
from 09:00 am Last Entry 02:00 pm",https://egymonuments.com/book-date/153,"Free entry for children below 6 years.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians with special needs.                                                                 
                                                                                                                             
                                                                 Free entry for Egyptians above 60 years.                                                                 
                                                                                                                             
                                                                 Photography with mobile phone is free of charge.","https://www.google.com/maps/search/Sohag+National+Museum,+Sohag,+Egypt?hl=en",2026-07-05 17:07:44.076781,egymonuments_tickets.csv,Sohag,Sohag,20.0,10.0,3.05,1.53,09:00,16:00,09:00,14:30,True,True,True,True,False,False
